1, 10000, 0.018136, 18136
1, 110000, 0.179692, 179692
1, 210000, 0.342295, 342295
1, 310000, 0.516192, 516192
1, 410000, 0.685756, 685756
1, 510000, 0.838274, 838274
1, 610000, 1.022332, 1022332
1, 710000, 1.188988, 1188988
1, 810000, 1.365198, 1365198
1, 910000, 1.539884, 1539884
3, 10000, 0.015308, 15308
3, 110000, 0.171082, 171082
3, 210000, 0.345152, 345152
3, 310000, 0.510244, 510244
3, 410000, 0.679674, 679674
3, 510000, 0.853318, 853318
3, 610000, 1.028657, 1028657
3, 710000, 1.200357, 1200357
3, 810000, 1.373047, 1373047
3, 910000, 1.561307, 1561307
5, 10000, 0.016022, 16022
5, 110000, 0.180204, 180204
5, 210000, 0.375155, 375155
5, 310000, 0.506699, 506699
5, 410000, 0.730523, 730523
5, 510000, 0.911702, 911702
5, 610000, 1.038614, 1038614
5, 710000, 1.240522, 1240522
5, 810000, 1.420007, 1420007
5, 910000, 1.589572, 1589572
7, 10000, 0.019113, 19113
7, 110000, 0.214889, 214889
7, 210000, 0.425024, 425024
7, 310000, 0.625510, 625510
7, 410000, 0.802846, 802846
7, 510000, 1.064907, 1064907
7, 610000, 1.236283, 1236283
7, 710000, 1.360407, 1360407
7, 810000, 1.540723, 1540723
7, 910000, 1.741865, 1741865
9, 10000, 0.019018, 19018
9, 110000, 0.225139, 225139
9, 210000, 0.438101, 438101
9, 310000, 0.642151, 642151
9, 410000, 0.858034, 858034
9, 510000, 1.134093, 1134093
9, 610000, 1.291815, 1291815
9, 710000, 1.531914, 1531914
9, 810000, 1.767630, 1767630
9, 910000, 2.063515, 2063515
11, 10000, 0.018891, 18891
11, 110000, 0.242106, 242106
11, 210000, 0.458197, 458197
11, 310000, 0.690425, 690425
11, 410000, 0.898251, 898251
11, 510000, 1.139132, 1139132
11, 610000, 1.385128, 1385128
11, 710000, 1.615293, 1615293
11, 810000, 1.876710, 1876710
11, 910000, 2.093155, 2093155
