1, 2, 0, 3, 0.000161,
1, 2, 0, 1, 0.000210,
1, 2, 0, 2, 0.000307,
1, 2, 0, 0, 0.000192,
1, 2, 0, 3, 0.000255,
1, 2, 0, 0, 0.000242,
1, 2, 0, 1, 0.001312,
1, 2, 0, 2, 0.000263,
1, 2, 0, 4, 0.000393,
1, 2, 0, 1, 0.000963,
1, 2, 0, 2, 0.000218,
1, 2, 0, 2, 0.000377,
1, 2, 0, 0, 0.000303,
1, 2, 0, 4, 0.001234,
1, 2, 0, 3, 0.000267,
1, 2, 0, 1, 0.000277,
1, 2, 0, 0, 0.000260,
1, 2, 0, 1, 0.001160,
1, 2, 0, 2, 0.000225,
1, 2, 0, 1, 0.001032,
1, 2, 0, 1, 0.000344,
1, 2, 0, 3, 0.000216,
1, 2, 0, 2, 0.000229,
1, 2, 0, 4, 0.001459,
1, 2, 0, 2, 0.000948,
1, 2, 0, 0, 0.000293,
1, 2, 0, 2, 0.001046,
1, 2, 0, 3, 0.000243,
1, 2, 0, 2, 0.000428,
1, 2, 0, 0, 0.000410,
1, 2, 0, 4, 0.000501,
1, 2, 0, 2, 0.000472,
1, 2, 0, 2, 0.000963,
1, 2, 0, 3, 0.000307,
1, 2, 0, 4, 0.000365,
1, 2, 0, 2, 0.001066,
1, 2, 0, 3, 0.000321,
1, 2, 0, 1, 0.000395,
1, 2, 0, 1, 0.000399,
1, 2, 0, 2, 0.000350,
1, 2, 0, 4, 0.000230,
1, 2, 0, 3, 0.001118,
1, 2, 0, 1, 0.001117,
1, 2, 0, 4, 0.000341,
1, 2, 0, 4, 0.001474,
1, 2, 0, 2, 0.000436,
1, 2, 0, 3, 0.000375,
1, 2, 0, 4, 0.000538,
1, 2, 0, 0, 0.001163,
1, 2, 0, 0, 0.001335,
1, 2, 0, 3, 0.001183,
1, 2, 0, 1, 0.000506,
1, 2, 0, 1, 0.001256,
1, 2, 0, 0, 0.000450,
1, 2, 0, 1, 0.000515,
1, 2, 0, 3, 0.001325,
1, 2, 0, 2, 0.000360,
1, 2, 0, 0, 0.001362,
1, 2, 0, 1, 0.000361,
1, 2, 0, 1, 0.000527,
1, 2, 0, 0, 0.001355,
1, 2, 0, 0, 0.000519,
1, 2, 0, 4, 0.000610,
1, 2, 0, 2, 0.000507,
1, 2, 0, 1, 0.001452,
1, 2, 0, 0, 0.001346,
1, 2, 0, 1, 0.000264,
1, 2, 0, 4, 0.000269,
1, 2, 0, 3, 0.000395,
1, 2, 0, 2, 0.001047,
1, 2, 0, 4, 0.000459,
1, 2, 0, 0, 0.000433,
1, 2, 0, 2, 0.001070,
1, 2, 0, 0, 0.000395,
1, 2, 0, 4, 0.000271,
1, 2, 0, 2, 0.000288,
1, 2, 0, 4, 0.000400,
1, 2, 0, 4, 0.001502,
1, 2, 0, 3, 0.000502,
1, 2, 0, 0, 0.001390,
1, 2, 0, 2, 0.001426,
1, 2, 0, 3, 0.001288,
1, 2, 0, 1, 0.001409,
1, 2, 0, 3, 0.000384,
1, 2, 0, 3, 0.000482,
1, 2, 0, 4, 0.000622,
1, 2, 0, 3, 0.000501,
1, 2, 0, 1, 0.000612,
1, 2, 0, 4, 0.000406,
1, 2, 0, 4, 0.001123,
1, 2, 0, 2, 0.000272,
1, 2, 0, 0, 0.001143,
1, 2, 0, 1, 0.000403,
1, 2, 0, 3, 0.000431,
