1, 4, 0, 3, 0.000516,
1, 4, 0, 1, 0.000591,
1, 4, 0, 2, 0.000462,
1, 4, 0, 0, 0.000444,
1, 4, 0, 3, 0.001667,
1, 4, 0, 0, 0.001459,
1, 4, 0, 1, 0.000475,
1, 4, 0, 2, 0.002218,
1, 4, 0, 4, 0.002056,
1, 4, 0, 1, 0.001731,
1, 4, 0, 2, 0.000671,
1, 4, 0, 2, 0.000908,
1, 4, 0, 0, 0.000457,
1, 4, 0, 4, 0.000797,
1, 4, 0, 3, 0.001313,
1, 4, 0, 1, 0.001429,
1, 4, 0, 0, 0.002064,
1, 4, 0, 1, 0.001888,
1, 4, 0, 2, 0.001726,
1, 4, 0, 1, 0.001905,
1, 4, 0, 1, 0.002058,
1, 4, 0, 3, 0.000591,
1, 4, 0, 2, 0.000563,
1, 4, 0, 4, 0.002353,
1, 4, 0, 2, 0.002300,
1, 4, 0, 0, 0.002044,
1, 4, 0, 2, 0.000820,
1, 4, 0, 3, 0.001719,
1, 4, 0, 2, 0.000722,
1, 4, 0, 0, 0.000631,
1, 4, 0, 4, 0.001212,
1, 4, 0, 2, 0.001731,
1, 4, 0, 2, 0.001721,
1, 4, 0, 3, 0.002241,
1, 4, 0, 4, 0.002740,
1, 4, 0, 2, 0.000472,
1, 4, 0, 3, 0.001909,
1, 4, 0, 1, 0.001752,
1, 4, 0, 1, 0.000634,
1, 4, 0, 2, 0.001869,
1, 4, 0, 4, 0.000616,
1, 4, 0, 3, 0.000881,
1, 4, 0, 1, 0.002570,
1, 4, 0, 4, 0.001900,
1, 4, 0, 4, 0.002839,
1, 4, 0, 2, 0.000610,
1, 4, 0, 3, 0.002236,
1, 4, 0, 4, 0.002533,
1, 4, 0, 0, 0.002562,
1, 4, 0, 0, 0.002566,
1, 4, 0, 3, 0.002733,
1, 4, 0, 1, 0.001156,
1, 4, 0, 1, 0.001630,
1, 4, 0, 0, 0.002785,
1, 4, 0, 1, 0.002774,
1, 4, 0, 3, 0.000832,
1, 4, 0, 2, 0.001213,
1, 4, 0, 0, 0.001311,
1, 4, 0, 1, 0.002649,
1, 4, 0, 1, 0.002456,
1, 4, 0, 0, 0.002522,
1, 4, 0, 0, 0.002464,
1, 4, 0, 4, 0.002761,
1, 4, 0, 2, 0.002159,
1, 4, 0, 1, 0.002325,
1, 4, 0, 0, 0.002455,
1, 4, 0, 1, 0.001590,
1, 4, 0, 4, 0.002528,
1, 4, 0, 3, 0.002161,
1, 4, 0, 2, 0.002477,
1, 4, 0, 4, 0.002507,
1, 4, 0, 0, 0.002370,
1, 4, 0, 2, 0.001686,
1, 4, 0, 0, 0.001135,
1, 4, 0, 4, 0.003176,
1, 4, 0, 2, 0.001274,
1, 4, 0, 4, 0.001759,
1, 4, 0, 4, 0.002850,
1, 4, 0, 3, 0.002555,
1, 4, 0, 0, 0.002678,
1, 4, 0, 2, 0.002316,
1, 4, 0, 3, 0.002933,
1, 4, 0, 1, 0.002537,
1, 4, 0, 3, 0.002690,
1, 4, 0, 3, 0.003300,
1, 4, 0, 4, 0.001598,
1, 4, 0, 3, 0.002038,
1, 4, 0, 1, 0.001348,
1, 4, 0, 4, 0.000731,
1, 4, 0, 4, 0.002170,
1, 4, 0, 2, 0.002243,
1, 4, 0, 0, 0.002356,
1, 4, 0, 1, 0.002339,
1, 4, 0, 3, 0.002000,
1, 4, 0, 4, 0.002041,
1, 4, 0, 2, 0.001843,
1, 4, 0, 1, 0.002054,
1, 4, 0, 1, 0.002189,
1, 4, 0, 4, 0.002520,
1, 4, 0, 4, 0.002398,
1, 4, 0, 0, 0.002341,
1, 4, 0, 0, 0.002147,
1, 4, 0, 4, 0.002558,
1, 4, 0, 3, 0.002128,
1, 4, 0, 2, 0.001941,
1, 4, 0, 1, 0.002164,
1, 4, 0, 2, 0.002146,
1, 4, 0, 2, 0.002096,
1, 4, 0, 2, 0.002390,
1, 4, 0, 2, 0.002423,
1, 4, 0, 2, 0.002721,
1, 4, 0, 1, 0.002785,
1, 4, 0, 1, 0.002626,
1, 4, 0, 0, 0.002112,
1, 4, 0, 1, 0.002172,
1, 4, 0, 1, 0.002394,
1, 4, 0, 0, 0.002462,
1, 4, 0, 4, 0.002248,
1, 4, 0, 4, 0.002368,
1, 4, 0, 4, 0.002454,
